Source,Target,Weight,typeTrans,fraud
'C170484334','M348934600',12.52,'es_transportation',0
'C1348847019','M1535107174',54.65,'es_wellnessandbeauty',0
'C1293338142','M348934600',4.96,'es_transportation',0
'C1807153148','M348934600',31.33,'es_transportation',0
'C1589138432','M348934600',19.74,'es_transportation',0
'C517412999','M348934600',7.42,'es_transportation',0
'C1331907286','M348934600',20.34,'es_transportation',0
'C1626218926','M348934600',58.9,'es_transportation',0
'C663226052','M348934600',11.58,'es_transportation',0
'C1870872671','M1823072687',14.54,'es_transportation',0
'C1675884425','M348934600',1.17,'es_transportation',0
'C1474786056','M1600850729',32.33,'es_fashion',0
'C579648989','M692898500',192.48,'es_health',0
'C1801713151','M348934600',10.39,'es_transportation',0
'C823141445','M348934600',19.85,'es_transportation',0
'C800967034','M1823072687',35.76,'es_transportation',0
'C76052944','M85975013',24.56,'es_food',0
'C1494778598','M348934600',27.5,'es_transportation',0
'C447271561','M348934600',29.82,'es_transportation',0
'C1954938610','M348934600',14.6,'es_transportation',0
'C914488986','M348934600',21.52,'es_transportation',0
'C722887134','M348934600',4.54,'es_transportation',0
'C1901383731','M348934600',13.5,'es_transportation',0
'C131200254','M348934600',38.09,'es_transportation',0
'C433355159','M348934600',4.29,'es_transportation',0
'C1166355595','M348934600',45.84,'es_transportation',0
'C323912860','M348934600',22.73,'es_transportation',0
'C1990073844','M1823072687',13.33,'es_transportation',0
'C607479057','M348934600',12.57,'es_transportation',0
'C914000857','M348934600',27.28,'es_transportation',0
'C1394428191','M348934600',24.01,'es_transportation',0
'C903741897','M1823072687',12.66,'es_transportation',0
'C248927068','M348934600',5.48,'es_transportation',0
'C458379262','M348934600',18.69,'es_transportation',0
'C1610742916','M1823072687',60.18,'es_transportation',0
'C1553941793','M348934600',44.95,'es_transportation',0
'C720418898','M348934600',11.33,'es_transportation',0
'C1952040134','M348934600',15.92,'es_transportation',0
'C1257820473','M348934600',19.31,'es_transportation',0
'C285545076','M348934600',37.57,'es_transportation',0
'C2016264883','M1823072687',22.3,'es_transportation',0
'C1949469724','M348934600',4.3,'es_transportation',0
'C1295444668','M348934600',32.02,'es_transportation',0
'C1830714840','M348934600',54.09,'es_transportation',0
'C896887653','M348934600',32.31,'es_transportation',0
'C1793707767','M348934600',17.52,'es_transportation',0
'C1743327214','M348934600',44.84,'es_transportation',0
'C317314063','M348934600',1.78,'es_transportation',0
'C205797331','M1823072687',4.21,'es_transportation',0
'C1187730955','M1823072687',12.63,'es_transportation',0
'C1078596280','M1823072687',54.19,'es_transportation',0
'C1178005728','M1823072687',18.78,'es_transportation',0
'C1356412685','M348934600',20.6,'es_transportation',0
'C1890250226','M348934600',25.72,'es_transportation',0
'C1452020181','M348934600',6.18,'es_transportation',0
'C326815335','M348934600',9.68,'es_transportation',0
'C1200798307','M348934600',0.51,'es_transportation',0
'C651594350','M348934600',16.66,'es_transportation',0
'C33256704','M348934600',6.32,'es_transportation',0
'C1370556911','M348934600',2.06,'es_transportation',0
'C1457264318','M1823072687',34.23,'es_transportation',0
'C1802714004','M1535107174',76.74,'es_wellnessandbeauty',0
'C1823983599','M348934600',31.4,'es_transportation',0
'C87462443','M348934600',34.38,'es_transportation',0
'C1189231170','M348934600',24.23,'es_transportation',0
'C543938207','M348934600',1.02,'es_transportation',0
'C1520545421','M348934600',5.24,'es_transportation',0
'C544997662','M1823072687',27.4,'es_transportation',0
'C1740004679','M348934600',50.78,'es_transportation',0
'C702798720','M1535107174',60.26,'es_wellnessandbeauty',0
'C133432771','M348934600',28.21,'es_transportation',0
'C1715338428','M209847108',8.12,'es_wellnessandbeauty',0
'C272471718','M348934600',53.0,'es_transportation',0
'C707845856','M348934600',58.8,'es_transportation',0
'C232517457','M348934600',35.8,'es_transportation',0
'C612045723','M348934600',12.75,'es_transportation',0
'C1419246450','M1823072687',22.6,'es_transportation',0
'C157427068','M348934600',33.23,'es_transportation',0
'C1394454342','M348934600',56.76,'es_transportation',0
'C598452144','M348934600',55.11,'es_transportation',0
'C1915603015','M348934600',37.01,'es_transportation',0
'C1213002113','M348934600',59.78,'es_transportation',0
'C1940951230','M348934600',26.52,'es_transportation',0
'C915430510','M348934600',15.11,'es_transportation',0
'C1568308501','M348934600',38.16,'es_transportation',0
'C1249817283','M348934600',31.14,'es_transportation',0
'C12284077','M1823072687',50.52,'es_transportation',0
'C67418210','M348934600',28.91,'es_transportation',0
'C267593624','M151143676',69.22,'es_barsandrestaurants',0
'C1981089677','M348934600',34.22,'es_transportation',0
'C528877098','M348934600',20.91,'es_transportation',0
'C1923945958','M348934600',46.97,'es_transportation',0
'C643323409','M1823072687',16.6,'es_transportation',0
'C805483863','M1823072687',15.63,'es_transportation',0
'C840928568','M348934600',13.5,'es_transportation',0
'C1470676414','M348934600',46.13,'es_transportation',0
'C1254696728','M348934600',34.95,'es_transportation',0
'C1740186506','M85975013',73.24,'es_food',0
'C1093060677','M348934600',0.08,'es_transportation',0
'C1255236689','M348934600',12.92,'es_transportation',0
'C612357573','M348934600',45.45,'es_transportation',0
'C1965496749','M348934600',32.02,'es_transportation',0
'C54876469','M1823072687',33.33,'es_transportation',0
'C2082605784','M348934600',16.25,'es_transportation',0
'C1475486134','M348934600',11.35,'es_transportation',0
'C1648683269','M1823072687',22.72,'es_transportation',0
'C1942983218','M348934600',39.64,'es_transportation',0
'C353502635','M348934600',17.85,'es_transportation',0
'C1268275182','M348934600',43.61,'es_transportation',0
'C927282395','M1823072687',9.12,'es_transportation',0
'C2121874810','M1823072687',22.48,'es_transportation',0
'C741680636','M348934600',31.06,'es_transportation',0
'C1909782411','M1823072687',16.8,'es_transportation',0
'C1240209240','M348934600',26.05,'es_transportation',0
'C332727422','M1823072687',30.8,'es_transportation',0
'C1367987964','M1823072687',3.18,'es_transportation',0
'C1787239285','M1823072687',23.84,'es_transportation',0
'C746862122','M348934600',22.38,'es_transportation',0
'C1509718305','M348934600',48.79,'es_transportation',0
'C1967337226','M85975013',38.81,'es_food',0
'C1801015376','M348934600',99.96,'es_transportation',0
'C775739646','M348934600',16.48,'es_transportation',0
'C2064655298','M348934600',19.28,'es_transportation',0
'C1266329800','M348934600',16.29,'es_transportation',0
'C1439470393','M1823072687',9.68,'es_transportation',0
'C262282046','M151143676',31.99,'es_barsandrestaurants',0
'C1807259356','M348934600',9.12,'es_transportation',0
'C987955759','M1823072687',42.23,'es_transportation',0
'C65683893','M348934600',43.59,'es_transportation',0
'C1432825682','M348934600',48.59,'es_transportation',0
'C1792734476','M348934600',4.91,'es_transportation',0
'C1750362802','M348934600',55.4,'es_transportation',0
'C380911997','M348934600',25.16,'es_transportation',0
'C1655680166','M348934600',52.0,'es_transportation',0
'C1899001756','M1823072687',50.72,'es_transportation',0
'C1783127345','M348934600',35.6,'es_transportation',0
'C1954474578','M209847108',123.25,'es_wellnessandbeauty',0
'C919751066','M1823072687',17.99,'es_transportation',0
'C255691679','M348934600',38.25,'es_transportation',0
'C1373640509','M1823072687',53.3,'es_transportation',0
'C1974668487','M348934600',67.62,'es_transportation',0
'C1539370210','M348934600',57.69,'es_transportation',0
'C1680004438','M348934600',46.95,'es_transportation',0
'C805014659','M348934600',1.23,'es_transportation',0
'C26045684','M348934600',7.13,'es_transportation',0
'C1048588440','M85975013',54.61,'es_food',0
'C393216567','M348934600',12.15,'es_transportation',0
'C582688427','M348934600',30.42,'es_transportation',0
'C718962269','M348934600',33.56,'es_transportation',0
'C1507237884','M348934600',32.58,'es_transportation',0
'C1897313368','M348934600',0.91,'es_transportation',0
'C864602023','M348934600',45.99,'es_transportation',0
'C767740583','M348934600',17.89,'es_transportation',0
'C947010068','M348934600',61.94,'es_transportation',0
'C1871594117','M348934600',11.21,'es_transportation',0
'C1152356495','M348934600',2.36,'es_transportation',0
'C83086349','M1823072687',18.05,'es_transportation',0
'C949023995','M348934600',43.13,'es_transportation',0
'C609452246','M348934600',20.26,'es_transportation',0
'C476477241','M348934600',7.2,'es_transportation',0
'C1487982242','M348934600',35.5,'es_transportation',0
'C712473227','M348934600',32.58,'es_transportation',0
'C334817037','M348934600',29.33,'es_transportation',0
'C199512926','M1946091778',83.99,'es_wellnessandbeauty',0
'C914243510','M348934600',8.84,'es_transportation',0
'C1126297464','M1823072687',61.88,'es_transportation',0
'C2079384186','M1294758098',349.85,'es_leisure',1
'C1237476993','M1294758098',153.08,'es_leisure',1
'C1503504810','M348934600',33.24,'es_transportation',0
'C2038979642','M1823072687',28.58,'es_transportation',0
'C381446674','M348934600',69.64,'es_transportation',0
'C149698808','M348934600',41.43,'es_transportation',0
'C1812521679','M348934600',12.37,'es_transportation',0
'C2017140130','M348934600',16.2,'es_transportation',0
'C1821681988','M348934600',21.24,'es_transportation',0
'C324498528','M1888755466',92.46,'es_otherservices',0
'C1955375790','M348934600',36.79,'es_transportation',0
'C1483007108','M348934600',25.99,'es_transportation',0
'C851731350','M348934600',32.21,'es_transportation',0
'C862267590','M348934600',19.45,'es_transportation',0
'C362654279','M348934600',7.18,'es_transportation',0
'C869954068','M348934600',34.04,'es_transportation',0
'C695108722','M348934600',62.01,'es_transportation',0
'C143836998','M1053599405',114.14,'es_health',0
'C1735092211','M348934600',5.95,'es_transportation',0
'C1504341710','M348934600',71.08,'es_transportation',0
'C1350068848','M1823072687',18.57,'es_transportation',0
'C490558731','M348934600',31.97,'es_transportation',0
'C606861698','M348934600',39.45,'es_transportation',0
'C1388933025','M1823072687',20.87,'es_transportation',0
'C1160118068','M348934600',0.56,'es_transportation',0
'C2074365962','M348934600',42.69,'es_transportation',0
'C268823556','M547558035',19.35,'es_fashion',0
'C389387421','M1823072687',28.84,'es_transportation',0
'C1014124305','M348934600',44.04,'es_transportation',0
'C1459624061','M348934600',50.47,'es_transportation',0
'C2118328869','M348934600',69.46,'es_transportation',0
'C1433132752','M348934600',27.24,'es_transportation',0
'C354098761','M348934600',31.99,'es_transportation',0
'C1221114448','M348934600',15.51,'es_transportation',0
'C855082400','M348934600',3.82,'es_transportation',0
'C460218551','M348934600',25.54,'es_transportation',0
'C1396720108','M1823072687',9.02,'es_transportation',0
'C1274818444','M348934600',4.0,'es_transportation',0
'C207576555','M348934600',16.73,'es_transportation',0
'C747590731','M348934600',12.99,'es_transportation',0
'C251630036','M1823072687',29.45,'es_transportation',0
'C1814746822','M348934600',44.93,'es_transportation',0
'C1476505660','M348934600',43.01,'es_transportation',0
'C105013970','M348934600',16.73,'es_transportation',0
'C1612798177','M348934600',36.97,'es_transportation',0
'C1456851744','M348934600',7.75,'es_transportation',0
'C69477057','M348934600',17.34,'es_transportation',0
'C956700475','M348934600',7.42,'es_transportation',0
'C449262890','M1823072687',0.06,'es_transportation',0
'C942160317','M348934600',12.18,'es_transportation',0
'C22920054','M348934600',31.99,'es_transportation',0
'C357634845','M1823072687',12.98,'es_transportation',0
'C638223659','M348934600',20.23,'es_transportation',0
'C1816212551','M348934600',4.52,'es_transportation',0
'C1798103026','M348934600',4.26,'es_transportation',0
'C986553990','M348934600',4.97,'es_transportation',0
'C108266856','M1823072687',38.56,'es_transportation',0
'C1548142512','M348934600',24.76,'es_transportation',0
'C1530262146','M1823072687',1.13,'es_transportation',0
'C620551378','M348934600',11.35,'es_transportation',0
'C1689083890','M1823072687',22.05,'es_transportation',0
'C1438489717','M348934600',13.69,'es_transportation',0
'C1698653726','M348934600',30.15,'es_transportation',0
'C1335108214','M348934600',63.12,'es_transportation',0
'C1825851538','M1535107174',69.92,'es_wellnessandbeauty',0
'C276409392','M692898500',40.85,'es_health',0
'C1370192017','M1823072687',34.38,'es_transportation',0
'C1719535099','M348934600',30.79,'es_transportation',0
'C1426006139','M348934600',14.93,'es_transportation',0
'C764950264','M692898500',113.9,'es_health',0
'C1647801193','M1600850729',111.02,'es_fashion',0
'C1937615372','M1823072687',17.36,'es_transportation',0
'C1345265337','M348934600',23.33,'es_transportation',0
'C1731138845','M348934600',27.5,'es_transportation',0
'C2126436338','M348934600',20.54,'es_transportation',0
'C804094956','M348934600',17.43,'es_transportation',0
'C703418892','M1823072687',61.57,'es_transportation',0
'C1624351292','M1823072687',24.06,'es_transportation',0
'C194301248','M923029380',111.98,'es_home',0
'C347453747','M348934600',55.95,'es_transportation',0
'C1760492708','M1823072687',24.45,'es_transportation',0
'C1591908890','M348934600',39.79,'es_transportation',0
'C862633345','M348934600',11.0,'es_transportation',0
'C1687751654','M348934600',14.09,'es_transportation',0
'C938819633','M348934600',13.0,'es_transportation',0
'C1281345721','M547558035',44.15,'es_fashion',0
'C1457086535','M151143676',10.82,'es_barsandrestaurants',0
'C481773197','M348934600',4.14,'es_transportation',0
'C567897093','M348934600',38.73,'es_transportation',0
'C2046797625','M348934600',14.81,'es_transportation',0
'C1145304322','M348934600',32.28,'es_transportation',0
'C870503362','M348934600',17.91,'es_transportation',0
'C1986443469','M348934600',43.9,'es_transportation',0
'C77017704','M348934600',20.37,'es_transportation',0
'C1199849921','M348934600',14.59,'es_transportation',0
'C282483842','M1946091778',19.64,'es_wellnessandbeauty',0
'C2075935351','M1823072687',22.62,'es_transportation',0
'C701909142','M348934600',71.67,'es_transportation',0
'C480975116','M348934600',37.44,'es_transportation',0
'C851871528','M348934600',34.15,'es_transportation',0
'C914285365','M348934600',51.4,'es_transportation',0
'C913863966','M348934600',63.2,'es_transportation',0
'C416536713','M348934600',24.08,'es_transportation',0
'C1102464953','M348934600',6.83,'es_transportation',0
'C1739071229','M1823072687',15.33,'es_transportation',0
'C764092576','M348934600',49.96,'es_transportation',0
'C114388565','M348934600',35.3,'es_transportation',0
'C1347371891','M348934600',56.01,'es_transportation',0
'C1959541246','M348934600',56.34,'es_transportation',0
'C1809104609','M1600850729',63.31,'es_fashion',0
'C500992269','M855959430',17.38,'es_hyper',0
'C1338727022','M348934600',16.98,'es_transportation',0
'C1928450094','M1823072687',11.79,'es_transportation',0
'C2089485741','M151143676',103.57,'es_barsandrestaurants',0
'C95356','M480139044',62.77,'es_health',0
'C1556912476','M348934600',49.8,'es_transportation',0
'C1209651258','M348934600',2.51,'es_transportation',0
'C285984841','M348934600',39.27,'es_transportation',0
'C1532144144','M348934600',1.45,'es_transportation',0
'C941334726','M348934600',59.58,'es_transportation',0
'C676229147','M348934600',7.33,'es_transportation',0
'C1960639712','M348934600',19.88,'es_transportation',0
'C1799010144','M348934600',19.04,'es_transportation',0
'C2119675022','M348934600',33.88,'es_transportation',0
'C43130617','M348934600',27.17,'es_transportation',0
'C413843100','M348934600',9.76,'es_transportation',0
'C1865204568','M1823072687',35.21,'es_transportation',0
'C2035771335','M348934600',34.92,'es_transportation',0
'C827822455','M348934600',60.72,'es_transportation',0
'C1950237952','M348934600',46.97,'es_transportation',0
'C1533572842','M209847108',65.27,'es_wellnessandbeauty',0
'C483485800','M348934600',9.81,'es_transportation',0
'C1161927918','M348934600',8.25,'es_transportation',0
'C1374607221','M85975013',8.63,'es_food',0
'C1128965136','M348934600',27.44,'es_transportation',0
'C671524709','M348934600',20.12,'es_transportation',0
'C450584964','M348934600',14.56,'es_transportation',0
'C2108669396','M348934600',24.05,'es_transportation',0
'C100045114','M348934600',27.63,'es_transportation',0
'C1358225719','M348875670',154.92,'es_hotelservices',0
'C484268062','M348934600',18.04,'es_transportation',0
'C1632035340','M348934600',35.09,'es_transportation',0
'C1108967401','M348934600',27.44,'es_transportation',0
'C1249352100','M348934600',21.65,'es_transportation',0
'C658256470','M348934600',60.94,'es_transportation',0
'C32640811','M348934600',34.22,'es_transportation',0
'C1354799046','M1823072687',1.57,'es_transportation',0
'C190398591','M1823072687',43.18,'es_transportation',0
'C1081944543','M348934600',3.2,'es_transportation',0
'C1376050027','M348934600',16.09,'es_transportation',0
'C834963773','M348934600',4.93,'es_transportation',0
'C228882909','M1842530320',143.69,'es_tech',0
'C78230690','M1823072687',7.08,'es_transportation',0
'C1130259702','M348934600',40.42,'es_transportation',0
'C1769359992','M348934600',68.24,'es_transportation',0
'C993553940','M348934600',12.17,'es_transportation',0
'C928479694','M85975013',13.78,'es_food',0
'C2062869828','M348934600',28.87,'es_transportation',0
'C1255221015','M348934600',13.5,'es_transportation',0
'C1575099263','M1823072687',14.25,'es_transportation',0
'C1872660217','M1823072687',11.21,'es_transportation',0
'C808326652','M348934600',22.06,'es_transportation',0
'C138375181','M85975013',70.26,'es_food',0
'C413455659','M1823072687',52.52,'es_transportation',0
'C183270065','M348934600',21.51,'es_transportation',0
'C142251484','M348934600',4.6,'es_transportation',0
'C1525483242','M1823072687',10.21,'es_transportation',0
'C196888452','M1823072687',4.85,'es_transportation',0
'C1630697663','M348934600',23.88,'es_transportation',0
'C1027777422','M348934600',47.74,'es_transportation',0
'C337291476','M348934600',16.59,'es_transportation',0
'C1605642067','M855959430',59.37,'es_hyper',0
'C1283534588','M348934600',2.19,'es_transportation',0
'C384665757','M1823072687',25.56,'es_transportation',0
'C2060968828','M348934600',49.96,'es_transportation',0
'C1731135780','M209847108',78.89,'es_wellnessandbeauty',0
'C1685492470','M547558035',141.83,'es_fashion',1
'C1454826238','M547558035',22.43,'es_fashion',1
'C719205737','M1823072687',11.03,'es_transportation',0
'C765155274','M348934600',14.39,'es_transportation',0
'C1480193980','M348934600',38.5,'es_transportation',0
'C574852748','M348934600',24.77,'es_transportation',0
'C823286801','M855959430',97.37,'es_hyper',0
'C874212917','M348934600',8.61,'es_transportation',0
'C2092733799','M1823072687',21.45,'es_transportation',0
'C2123693067','M348934600',1.91,'es_transportation',0
'C399061526','M1823072687',34.03,'es_transportation',0
'C1450562088','M348934600',38.21,'es_transportation',0
'C1988407051','M348934600',2.37,'es_transportation',0
'C1710930627','M85975013',50.7,'es_food',0
'C1571595392','M348934600',55.92,'es_transportation',0
'C1196149230','M348934600',21.99,'es_transportation',0
'C1791524453','M480139044',388.51,'es_health',1
'C1275518867','M480139044',41.98,'es_health',1
'C179196508','M348934600',3.1,'es_transportation',0
'C855112247','M151143676',107.14,'es_barsandrestaurants',0
'C1180570487','M1823072687',22.7,'es_transportation',0
'C1021409246','M348934600',5.82,'es_transportation',0
'C2001505633','M547558035',140.14,'es_fashion',0
'C1174416804','M1823072687',1.21,'es_transportation',0
'C1433843082','M85975013',13.1,'es_food',0
'C2008562542','M1823072687',19.19,'es_transportation',0
'C1129461636','M1823072687',22.75,'es_transportation',0
'C2030210340','M1823072687',26.83,'es_transportation',0
'C2027052970','M348934600',44.01,'es_transportation',0
'C1459810780','M151143676',24.4,'es_barsandrestaurants',0
'C161733249','M348934600',9.33,'es_transportation',0
'C1431362064','M1823072687',72.09,'es_transportation',0
'C1807567788','M1823072687',32.6,'es_transportation',0
'C454240137','M1198415165',42.08,'es_wellnessandbeauty',0
'C608547225','M348934600',1.25,'es_transportation',0
'C131915922','M1823072687',20.47,'es_transportation',0
'C917831365','M1823072687',30.59,'es_transportation',0
'C464042268','M1823072687',32.04,'es_transportation',0
'C2084933658','M348934600',6.4,'es_transportation',0
'C257361511','M348934600',50.43,'es_transportation',0
'C1640022626','M1823072687',66.22,'es_transportation',0
'C245908628','M348934600',44.77,'es_transportation',0
'C1230747575','M348934600',51.84,'es_transportation',0
'C380564257','M348934600',13.24,'es_transportation',0
'C1100276718','M1823072687',29.76,'es_transportation',0
'C56197730','M348934600',58.66,'es_transportation',0
'C935791733','M85975013',62.87,'es_food',0
'C1634492186','M348934600',21.52,'es_transportation',0
'C398651508','M348934600',12.86,'es_transportation',0
'C597908249','M1823072687',22.92,'es_transportation',0
'C1095241409','M209847108',64.95,'es_wellnessandbeauty',0
'C2125297333','M1053599405',139.48,'es_health',0
'C592679392','M348934600',38.43,'es_transportation',0
'C1055224400','M348934600',22.36,'es_transportation',0
'C1229072215','M348934600',29.06,'es_transportation',0
'C980876590','M348934600',40.38,'es_transportation',0
'C1127069069','M348934600',6.67,'es_transportation',0
'C1299496226','M348934600',0.13,'es_transportation',0
'C17166563','M348934600',30.93,'es_transportation',0
'C204633978','M348934600',6.47,'es_transportation',0
'C1580753738','M348934600',55.22,'es_transportation',0
'C582022575','M348934600',15.89,'es_transportation',0
'C1047521541','M1823072687',45.14,'es_transportation',0
'C1960353164','M348934600',35.65,'es_transportation',0
'C11453786','M151143676',27.8,'es_barsandrestaurants',0
'C223315547','M348934600',4.43,'es_transportation',0
'C755000520','M348934600',24.7,'es_transportation',0
'C784005201','M348934600',16.9,'es_transportation',0
'C684162308','M547558035',124.46,'es_fashion',0
'C202531238','M348934600',10.95,'es_transportation',0
'C1136859577','M348934600',8.61,'es_transportation',0
'C2005297705','M348934600',1.68,'es_transportation',0
'C231044523','M1823072687',33.13,'es_transportation',0
'C1182534509','M1823072687',11.29,'es_transportation',0
'C186469824','M1600850729',17.97,'es_fashion',0
'C1088464518','M348934600',17.67,'es_transportation',0
'C856303631','M348934600',4.32,'es_transportation',0
'C1930258744','M1823072687',21.52,'es_transportation',0
'C1040303644','M1823072687',20.4,'es_transportation',0
'C255292461','M1823072687',61.17,'es_transportation',0
'C607521473','M348934600',13.77,'es_transportation',0
'C1642592478','M348934600',17.99,'es_transportation',0
'C2007043031','M1823072687',1.31,'es_transportation',0
'C572958608','M348934600',32.5,'es_transportation',0
'C1943108967','M348934600',47.7,'es_transportation',0
'C1970738826','M348934600',30.06,'es_transportation',0
'C409331076','M1823072687',26.41,'es_transportation',0
'C1314685160','M348934600',3.14,'es_transportation',0
'C1392385769','M348934600',7.63,'es_transportation',0
'C1228157206','M348934600',6.52,'es_transportation',0
'C1374336520','M348934600',10.23,'es_transportation',0
'C707234445','M348934600',30.71,'es_transportation',0
'C481253497','M1823072687',20.74,'es_transportation',0
'C188991095','M348934600',62.32,'es_transportation',0
'C169255115','M348934600',27.61,'es_transportation',0
'C433481742','M348934600',26.0,'es_transportation',0
'C1487874353','M348934600',4.16,'es_transportation',0
'C1484585237','M348934600',13.34,'es_transportation',0
'C1911232863','M547558035',65.58,'es_fashion',0
'C1821582093','M348934600',48.39,'es_transportation',0
'C236999052','M1823072687',25.78,'es_transportation',0
'C1731249040','M348934600',46.96,'es_transportation',0
'C399875163','M348934600',20.3,'es_transportation',0
'C927696302','M348934600',64.02,'es_transportation',0
'C185820405','M1823072687',22.93,'es_transportation',0
'C280778280','M1400236507',46.95,'es_home',0
'C1400397779','M348934600',4.24,'es_transportation',0
'C1973203074','M348934600',24.69,'es_transportation',0
'C1629765833','M348934600',36.95,'es_transportation',0
'C282411136','M1535107174',56.85,'es_wellnessandbeauty',0
'C779872024','M1823072687',31.51,'es_transportation',0
'C834739424','M1823072687',28.95,'es_transportation',0
'C1133451243','M85975013',27.95,'es_food',0
'C272752096','M348934600',42.0,'es_transportation',0
'C978637475','M1823072687',6.14,'es_transportation',0
'C826715503','M348934600',2.88,'es_transportation',0
'C1940951230','M348934600',23.97,'es_transportation',0
'C1007790716','M348934600',35.35,'es_transportation',0
'C1760612790','M348934600',19.76,'es_transportation',0
'C1303935849','M348934600',24.06,'es_transportation',0
'C1855857061','M348934600',5.28,'es_transportation',0
'C1622124632','M348934600',36.55,'es_transportation',0
'C798657650','M1823072687',12.52,'es_transportation',0
'C590614528','M348934600',32.42,'es_transportation',0
'C290487175','M1823072687',20.98,'es_transportation',0
'C1186953291','M348934600',5.59,'es_transportation',0
'C1744581762','M348934600',52.52,'es_transportation',0
'C1209651258','M348934600',34.0,'es_transportation',0
'C1740186506','M85975013',19.59,'es_food',0
'C1689884214','M348934600',10.81,'es_transportation',0
'C719332132','M348934600',19.79,'es_transportation',0
'C1819751403','M348934600',52.82,'es_transportation',0
'C1634901253','M1823072687',8.51,'es_transportation',0
'C1557540123','M348934600',4.47,'es_transportation',0
'C638163213','M348934600',25.5,'es_transportation',0
'C571876967','M85975013',5.01,'es_food',0
'C161101673','M349281107',6.77,'es_fashion',0
'C2060778761','M348934600',28.53,'es_transportation',0
'C1575842015','M348934600',7.53,'es_transportation',0
'C1350068848','M1823072687',5.52,'es_transportation',0
'C334073161','M1823072687',18.04,'es_transportation',0
'C612357573','M348934600',42.21,'es_transportation',0
'C1295945354','M349281107',120.81,'es_fashion',0
'C255691679','M348934600',2.0,'es_transportation',0
'C284165615','M348934600',13.84,'es_transportation',0
'C98091448','M348934600',26.82,'es_transportation',0
'C337291476','M348934600',19.72,'es_transportation',0
'C1081944543','M1842530320',129.11,'es_tech',0
'C1078619612','M348934600',22.79,'es_transportation',0
'C1335108214','M348934600',38.92,'es_transportation',0
'C566232847','M348934600',14.5,'es_transportation',0
'C761606185','M348934600',22.02,'es_transportation',0
'C1920284556','M348934600',19.6,'es_transportation',0
'C1572595935','M348934600',26.88,'es_transportation',0
'C1909782411','M1823072687',15.25,'es_transportation',0
'C1971153898','M348934600',61.42,'es_transportation',0
'C1171622243','M348934600',42.59,'es_transportation',0
'C1483007108','M348934600',18.21,'es_transportation',0
'C1723688663','M348934600',22.16,'es_transportation',0
'C34111179','M857378720',192.23,'es_hotelservices',0
'C47376492','M1823072687',17.1,'es_transportation',0
'C2134399963','M348934600',34.19,'es_transportation',0
'C1660043980','M85975013',18.77,'es_food',0
'C531360588','M348934600',41.99,'es_transportation',0
'C1325638360','M348934600',21.19,'es_transportation',0
'C1255149927','M348934600',11.01,'es_transportation',0
'C5079947','M348934600',30.24,'es_transportation',0
'C23582994','M348934600',88.07,'es_transportation',0
'C1918935856','M348934600',16.06,'es_transportation',0
'C845102514','M1823072687',0.98,'es_transportation',0
'C1269635185','M348934600',40.41,'es_transportation',0
'C1374783350','M348934600',13.83,'es_transportation',0
'C1663056729','M348934600',13.78,'es_transportation',0
'C85676975','M1823072687',19.52,'es_transportation',0
'C1638710158','M348934600',31.97,'es_transportation',0
'C171977183','M348934600',36.84,'es_transportation',0
'C15777324','M348934600',26.0,'es_transportation',0
'C1059874896','M348934600',20.79,'es_transportation',0
'C566628469','M1823072687',10.02,'es_transportation',0
'C105013970','M348934600',5.32,'es_transportation',0
'C1188590334','M348934600',6.01,'es_transportation',0
'C1597422235','M348934600',35.34,'es_transportation',0
'C1475486134','M855959430',37.66,'es_hyper',0
'C525158878','M1823072687',23.5,'es_transportation',0
'C265405940','M348934600',5.68,'es_transportation',0
'C1949984685','M547558035',87.05,'es_fashion',0
'C1642592478','M348934600',18.14,'es_transportation',0
'C1108967401','M348934600',26.16,'es_transportation',0
'C280778280','M1823072687',12.89,'es_transportation',0
'C1873506157','M348934600',12.54,'es_transportation',0
'C514238360','M480139044',9.11,'es_health',0
'C1100276718','M1823072687',29.18,'es_transportation',0
'C188084843','M348934600',18.26,'es_transportation',0
'C875900250','M348934600',44.73,'es_transportation',0
'C1771717627','M348934600',22.55,'es_transportation',0
'C1266329800','M348934600',32.75,'es_transportation',0
'C746604092','M348934600',43.95,'es_transportation',0
'C1916796804','M348934600',26.43,'es_transportation',0
'C2104923127','M348934600',7.17,'es_transportation',0
'C598089944','M348934600',42.56,'es_transportation',0
'C142251484','M348934600',41.9,'es_transportation',0
'C1677202028','M855959430',30.83,'es_hyper',0
'C1463833315','M1823072687',66.99,'es_transportation',0
'C1533572842','M348934600',52.56,'es_transportation',0
'C582479974','M348934600',49.93,'es_transportation',0
'C761166755','M348934600',67.67,'es_transportation',0
'C1081618305','M1823072687',1.05,'es_transportation',0
'C927282395','M1823072687',6.05,'es_transportation',0
'C383264569','M348934600',8.2,'es_transportation',0
'C1327124397','M855959430',27.86,'es_hyper',0
'C1598762673','M1823072687',15.83,'es_transportation',0
'C1791903269','M151143676',22.26,'es_barsandrestaurants',0
'C341886098','M348934600',46.44,'es_transportation',0
'C1389923471','M547558035',11.87,'es_fashion',0
'C278484907','M348934600',26.03,'es_transportation',0
'C1014313887','M348934600',29.31,'es_transportation',0
'C1267913176','M1823072687',56.76,'es_transportation',0
'C859628493','M151143676',26.14,'es_barsandrestaurants',0
'C2087715408','M348934600',38.76,'es_transportation',0
